,text,,,,,,,,,,,,,,,,,,,,Neutral,Label
2211,Where to buy a SwimFin in London N1 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2212,New designer fashion destination from Amazon announces international delivery,,,,,,,,,,,,,,,,,,,,1,1
2213,Ordered from 5th July and just arrived today hardly prime delivery Courier was ShittyLink link,,,,,,,,,,,,,,,,,,,,0,0
2214,Deal The Last Samurai Blu Ray only 5 99 Free Delivery Amazon or HMV Found by dd011f7630A very good pric,,,,,,,,,,,,,,,,,,,,1,1
2215,Deal The Last Samurai Blu Ray only 5 99 Free Delivery Amazon or HMV,,,,,,,,,,,,,,,,,,,,1,1
2216,I just want my DVDs to arrive from Amazon so I can cheer myself up Free delivery to Oz slow,,,,,,,,,,,,,,,,,,,,1,1
2217,A whinge about Amazon So I finally notice that Amazon does free delivery to Portugal I also note that Amazon,,,,,,,,,,,,,,,,,,,,1,1
2218,Where to buy a SwimFin in London W11 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2219,morton No I hadn t got it Was filling wish list on amazon for free delivery But my mum s gone to sis in UK will bring it back,,,,,,,,,,,,,,,,,,,,1,1
2220,Amazon is evil The kindle delivery service doesn t support epub file format,,,,,,,,,,,,,,,,,,,,0,0
2221,Amazon and Cartridge Point whose delivery price made them cheaper too,,,,,,,,,,,,,,,,,,,,N,1
2222,Where to buy a SwimFin in Halland Lewes East Sussex BN8 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2223,Where to buy a SwimFin in Caorle Venezia 30021 Italy Italia Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2224,Where to buy a SwimFin in London E17 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2225,Where to buy a SwimFin in London E2 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2226,Where to buy a SwimFin in Ince Wigan WN3 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2227,Missed CityLink delivery from Amazon Now they say they will come Wednesday Clearly Royal Mail is the way to go Cheap and reliable,,,,,,,,,,,,,,,,,,,,1,1
2228,Where to buy a SwimFin in Exbury Southampton SO45 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2229,Where to buy a SwimFin in Roma Lazio 00182 Italy Italia Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2230,Where to buy a SwimFin in Heathcote Warwick CV34 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2231,DPD delivery driver delivering for Amazon has just had a go at me about better than the packages you normally get,,,,,,,,,,,,,,,,,,,,1,1
2232,GRUNDIG GUD300HD Freeview HD Digital Box 38 29 AMAZON free delivery,,,,,,,,,,,,,,,,,,,,1,1
2233,Ella Black Floral Print Clutch Bag FREE UK Delivery from the BagPurse Amazon Shop ,,,,,,,,,,,,,,,,,,,,1,1
2234,Just got your Foss book beautiful work When s your 50s Illustration book out Amazon keep changing the delivery date,,,,,,,,,,,,,,,,,,,,1,1
2235,Available online for delivery to Scotland from our site and Amazon co uk but not in any Scottish stores yet,,,,,,,,,,,,,,,,,,,,1,1
2236,Amazon Kindle 139 Free Delivery in USA everythingwomanwant blogspot com Wow Girls Take a look at Amazon,,,,,,,,,,,,,,,,,,,,1,1
2237,There is good news I came home from Parma to my delivery of Lucky Charms from Amazon,,,,,,,,,,,,,,,,,,,,1,1
2238,Amazon moved the delivery date in germany to August 4th,,,,,,,,,,,,,,,,,,,,N,1
2239,Amazon Items cost me 15 If I wanted them ASAP and packed shipped right away thats another 21 Fuck that I just take free delivery DICKS,,,,,,,,,,,,,,,,,,,,1,1
2240,Grr Delivery day for Sysinternals book moved to August 4th I hate you Amazon,,,,,,,,,,,,,,,,,,,,0,0
2241,This is easily the least specific delivery date I have ever been given on Amazon Delivery estimate July 19 2011 October 12 2011,,,,,,,,,,,,,,,,,,,,1,1
2242,Narwani Not much actually Amazon com is the shit Free delivery Amazing,,,,,,,,,,,,,,,,,,,,1,1
2243,2 day delivery from Amazon Bet my stuff comes in a week,,,,,,,,,,,,,,,,,,,,N,1
2244,Happy Friday to you No song today Amazon UK in the firing line Still no Millar book and I ve been advised to update delivery to express,,,,,,,,,,,,,,,,,,,,1,1
2245,Not to mention they never informed me about the wrong delivery Had to go on Amazon and find out myself I m never using UPS again,,,,,,,,,,,,,,,,,,,,0,0
2246,Amazon delivery I d totes forgotten about Must stop drunk online purhasing Still two new Peter Ackroyd books Nice,,,,,,,,,,,,,,,,,,,,1,1
2247,Looking forwared to delivery of your book from Amazon any day now,,,,,,,,,,,,,,,,,,,,N,1
2248,Very upset Amazon com used some grade b delivery company and now the most expensive order I ve ever placed with them is lost,,,,,,,,,,,,,,,,,,,,1,1
2250,Got a refund on shipping charges for a delayed delivery Kudos to you,,,,,,,,,,,,,,,,,,,,N,1
2251,I should get refunded for the more expensive delivery option due to amazon overestimating their delivery ability,,,,,,,,,,,,,,,,,,,,0,0
2252,What I ll look into this It should be And I know Amazon com has it that say a few weeks for delivery but prob less,,,,,,,,,,,,,,,,,,,,0,0
2253,thx Will Do Just working thRough latest Amazon delivery Loved her voice,,,,,,,,,,,,,,,,,,,,1,1
2254,Just ordered a packet of salt vinegar walkers of Amazon Dilemma do I get next day delivery or risk starvation,,,,,,,,,,,,,,,,,,,,N,1
2255,Kudos to Amazon for a flawless delivery to my office great merchandise great delivery thx,,,,,,,,,,,,,,,,,,,,1,1
2256,is charging me for fast delivery in Germany even though I am an Prime member that s wrong,,,,,,,,,,,,,,,,,,,,0,0
2257,order one online Amazon do good delivery service Next day delivery oh yes Just make sure you are in,,,,,,,,,,,,,,,,,,,,1,1
2258,Cant wait For delivery of Flirting In Spanish to San Miguel and for the e book version to appear on Amazon B N Days now only days,,,,,,,,,,,,,,,,,,,,N,1
2259,Kindle Price 2 99 includes free international wireless delivery via Amazon Whispernet,,,,,,,,,,,,,,,,,,,,1,1
2260,nack Bitte D I ll be at home waiting for a delivery My Mum got my Dad to order sandals on Amazon,,,,,,,,,,,,,,,,,,,,N,1
2261,Looli Beige Twin Handled Grab Bag with Bag Charm FREE UK delivery from the BagPurse Amazon Shop ,,,,,,,,,,,,,,,,,,,,1,1
2262,I just checked Amazon and both packages say out for delivery NOT exception or anything There s still hope,,,,,,,,,,,,,,,,,,,,N,1
2263,Looks like my data is saved Hail Amazon for quick delivery of my Hitachi external HDD Wheeeee,,,,,,,,,,,,,,,,,,,,1,1
2264,Can t wait for the Amazon option MT On unmanned precision delivery services and goods dropped from the sky,,,,,,,,,,,,,,,,,,,,N,1
2265,Amazon is slacking on my NCAA football 2011 delivery I m ready for some high octane offense,,,,,,,,,,,,,,,,,,,,1,1
2266,um Amazon order placed yesterday w free 2 day shipping is out for delivery RIGHT NOW I love you Amazon,,,,,,,,,,,,,,,,,,,,1,1
2267,Have you a Spoiled Australian release date yet I went to buy it on Amazon estimated delivery date is 13th Sept NEED SPOILED,,,,,,,,,,,,,,,,,,,,N,1
2268,Looli Fluro Blue Summer Bag fun Summer bag FREE UK delivery from the BagPurse Amazon Shop ,,,,,,,,,,,,,,,,,,,,1,1
2269,Oh look Amazon does same day delivery AND pre orders for upcoming games Now I can avoid the quagmire that is a game launch party,,,,,,,,,,,,,,,,,,,,0,0
2270,Amazon Netflix end game speed up the adoption of digital video delivery,,,,,,,,,,,,,,,,,,,,0,0
2271,I came home to find a big Amazon box blocking my door I can only imagine one of the neighbours let the delivery man in,,,,,,,,,,,,,,,,,,,,N,1
2272,Amazon s launching a tablet Smart move It keeps them relevant in digital content delivery,,,,,,,,,,,,,,,,,,,,1,1
2273,Now on Amazon s Kindle Fantasy romance short story Special Delivery Special only 2 99,,,,,,,,,,,,,,,,,,,,1,1
2274,Seriously amazon order you better hurry up and ship I paid for two day delivery assuming my 1103am order time would mean delivery on friday,,,,,,,,,,,,,,,,,,,,0,0
2275,Dear Amazon why have you not delivered my shiny new things You tell me that they are out for delivery please make them be HERE kthxbai,,,,,,,,,,,,,,,,,,,,1,1
2276,eBook News Amazon Kindle 3G on AT T eBook Reader in Graphite  139 Free Delivery The K,,,,,,,,,,,,,,,,,,,,1,1
2277,Amazon stepped into the Streaming game So we will see how they play Netflix has an amazing delivery tech infrastructure,,,,,,,,,,,,,,,,,,,,1,1
2278,Customer has given bad feedback on my Amazon seller account because he supplied the wrong delivery address Dipshit,,,,,,,,,,,,,,,,,,,,0,0
2279,awaiting a parcel from Amazon via Royal Mail dispatched on tues 1st class with estimated delivery of yday not turned up,,,,,,,,,,,,,,,,,,,,N,1
2280,Where to buy a SwimFin in Glen Parva Leicester LE2 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2281,130 quid off amazon including delivery,,,,,,,,,,,,,,,,,,,,N,1
2282,Where to buy a SwimFin in Willenhall West Midlands WV12 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2283,Today I have an Amazon delivery in and a large package going out I bet the couriers are both sitting in the car park going Where the f,,,,,,,,,,,,,,,,,,,,1,1
2284,Ordered Blue Microphone Snowflake USB microphone via Amazon with quite good price and free delivery to US to dad s friend,,,,,,,,,,,,,,,,,,,,1,1
2285,Ladies Jewelled Chiffon Scarf beautiful Summer Scarf big discount and FREE UK delivery at the BagPurse Amazon Shop ,,,,,,,,,,,,,,,,,,,,1,1
2286,Special Delivery by Elaine Raco Chase  via Weather outside was frightful inside it was sexy and deliteful,,,,,,,,,,,,,,,,,,,,1,1
2287,legislate ejac a plaintive cry upon finding that delivery of one s new prosthetic limb ordered on Amazon is now delayed by a month,,,,,,,,,,,,,,,,,,,,1,1
2288,Amazon Kindle 3G on AT T eBook Reader in Graphite  139 Free Delivery The Kindle has quickly become one of t,,,,,,,,,,,,,,,,,,,,1,1
2292,Amazon Kindle 3G on AT T eBook Reader in Graphite  139 Free Delivery,,,,,,,,,,,,,,,,,,,,1,1
2294,Amazon Kindle 3G on AT T eBook Reader in Graphite  139 Free Delivery This model specializes in FREE 3G whic,,,,,,,,,,,,,,,,,,,,1,1
2296,RT to buy a SwimFin in Hendon London NW9 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2297,I have never been this excited before for an Amazon delivery,,,,,,,,,,,,,,,,,,,,1,1
2298,Where to buy a SwimFin in Hendon London NW9 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2299,Where to buy a SwimFin in Newton Mearns Glasgow G77 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2300,Where to buy TFTA earphones in London NW3 29 95 99 95 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2301,Where to buy a SwimFin in Dodworth Barnsley S75 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2302,Amazon Kindle 3G on AT T eBook Reader in Graphite 139 Free Delivery,,,,,,,,,,,,,,,,,,,,1,1
2303,Where to buy a SwimFin in Bridgetown Totnes TQ9 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2304,on AT T eBook Reader in Graphite  139 Free Delivery Amazon has a new,,,,,,,,,,,,,,,,,,,,1,1
2305,Where to buy a SwimFin in Folkestone Kent CT19 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2306,Where to buy a SwimFin in Burbage Marlborough SN8 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2307,Where to buy a SwimFin in Crotone 88900 Italy Italia Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2308,Thank you for the timely delivery of David Nicholls s One Day Yay,,,,,,,,,,,,,,,,,,,,N,1
2309,Where to buy a SwimFin in Chalfont St Peter Gerrards Cross SL9 Only 21 99 Free Delivery at Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2310,Where to buy a SwimFin in Lonigo VI 36045 Italy Italia Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2311,Where to buy a SwimFin in Getafe 28904 Madrid Spain Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2312,Envy Beige Twin Handled Shoulder Bag big discounts and FREE UK delivery from the BagPurse Amazon Shop ,,,,,,,,,,,,,,,,,,,,1,1
2313,Sirco Navy Cream Grab Bag Free UK delivery from the BagPurse Amazon Shop ,,,,,,,,,,,,,,,,,,,,1,1
2314,Forgot to click on free delivery on Amazon what a waste of 4,,,,,,,,,,,,,,,,,,,,1,1
2315,P Libraries and the Future of Electronic Content Delivery amazon music,,,,,,,,,,,,,,,,,,,,N,1
2316,Amazon com Gift Cards u2013 E mail Delivery Ecard Gift Certificate tagged gift card 1209 times Amazon com Gift C,,,,,,,,,,,,,,,,,,,,N,1
2317,Is that the Dangerous Book for Boys Great choice RT Amazon delivery,,,,,,,,,,,,,,,,,,,,1,1
2318,the shipping from amazon not so much but the tax from international delivery augh,,,,,,,,,,,,,,,,,,,,1,1
2319,Call me crazy but I m giving Amazon s Local Express Delivery another chance It s somehow two bucks cheaper than one day shipping,,,,,,,,,,,,,,,,,,,,0,0
2320,Depend for Women Underwear Small Medium 20 Count Package Pack of 4 40 Off Front Door Delivery  via,,,,,,,,,,,,,,,,,,,,0,0
2321,Boost Nutritional Energy Drink Rich Chocolate 8 Ounce Bottle Pack of 24 Front Door Delivery SAVE  via,,,,,,,,,,,,,,,,,,,,1,1
2322,I once complained to Amazon about a delayed delivery they upped the class of my already free shipping and sent immediately 1 2,,,,,,,,,,,,,,,,,,,,1,1
2323,new e mail from Amazon saying via UPS estimated delivery date July 15 2011 Yey,,,,,,,,,,,,,,,,,,,,1,1
2324,Cyndi gets crafty just ordered a whole heap of crochet books from amazon UK free delivery yay And yes that includes amigurumi,,,,,,,,,,,,,,,,,,,,1,1
2325,For 72 a year change in price instead get the disk plan a year of Amazon prime 2 day delivery Amazons unlimited streams 25,,,,,,,,,,,,,,,,,,,,N,1
2328,Take Along Taggie BLUE Special Delivery by Taggies  via,,,,,,,,,,,,,,,,,,,,1,1
2329,Dear 1 day shipping delivery company has not received package on the 3rd day after the order was placed kthxbye,,,,,,,,,,,,,,,,,,,,N,1
2330,Thanks Amazon for using this crappy delivery service Enseda and thanks Ensenda for losing my package,,,,,,,,,,,,,,,,,,,,1,1
2331,Dear Coffeepot broke on Sat New one ordered Sun Out for delivery STILL today waaaaaaaaa need coffee puh lease,,,,,,,,,,,,,,,,,,,,1,1
2332,An item I ordered from Amazon got lost in delivery No problem Sending a replacement to arrive tomorrow,,,,,,,,,,,,,,,,,,,,N,1
2333,24 Packs of Super Noodles 10 excluding delivery Amazon Found by thegroutchLots of Chicken or Baco,,,,,,,,,,,,,,,,,,,,0,0
2334,2nd Amazon order in a row that s had some sort of mid transit delay What happened ye ole reliable delivery service s,,,,,,,,,,,,,,,,,,,,N,1
2335,Why don t you like Amazon Release day delivery issues,,,,,,,,,,,,,,,,,,,,N,1
2336,D I order from Amazon all the time so it s def worth it for me Free release date delivery on games is nice too,,,,,,,,,,,,,,,,,,,,1,1
2337,Flakin yeah cool madden 12 got 20 credit towards your account some other in game bonus plus release date delivery for 1 on amazon,,,,,,,,,,,,,,,,,,,,0,0
2338,Yesssssss Amazon and their speedy delivery of s book,,,,,,,,,,,,,,,,,,,,N,1
2339,Looking through Amazon com to find what game will I get next Already bought one and is on the way for delivery soon,,,,,,,,,,,,,,,,,,,,0,0
2340,Flash Memory 8GB USB DRIVE FAST DELIVERY FROM AMAZON,,,,,,,,,,,,,,,,,,,,1,1
2341,New at Computer Accessories Store Flash Memory 8GB USB DRIVE FAST DELIVERY FROM AMAZON,,,,,,,,,,,,,,,,,,,,1,1
2342,Did you know you can get paperback of The Noon God for only 12 99 at Amazon Their delivery time is great  via,,,,,,,,,,,,,,,,,,,,1,1
2343,I m just unwrapping a big Amazon delivery It feels like my birthday again,,,,,,,,,,,,,,,,,,,,N,1
2344,my 24 hr delivery took 2 weeks,,,,,,,,,,,,,,,,,,,,N,1
2345,Blue Floral Twin Handled Shoulder Bag perfect for summer days Free UK delivery from the BagPurse Amazon Shop ,,,,,,,,,,,,,,,,,,,,1,1
2346,Kindle people what is the best way to buy Kindle in SA Via Amazon And how long is delivery,,,,,,,,,,,,,,,,,,,,1,1
2347,via Not true Streaming content lame without added delivery content Amazon Prime Redbox wins Netflix jumps shark,,,,,,,,,,,,,,,,,,,,0,0
2348,One day delivery eh Amazon,,,,,,,,,,,,,,,,,,,,N,1
2349,Yay amazon delivery all here book and some other hopefully inspirational reads to boost quest for world domination,,,,,,,,,,,,,,,,,,,,1,1
2351,DVD player just arrived great service from Amazon free delivery and only ordered it Monday afternoon Couldn t sit at computer watching film,,,,,,,,,,,,,,,,,,,,1,1
2352,If only Redbox had delivery I m looking at Plus and Amazon Prime for streaming alternatives AZN is cheaper than,,,,,,,,,,,,,,,,,,,,N,1
2353,Special Delivery by Elaine Raco Chase  via Start your day with a hot sexy funny romance,,,,,,,,,,,,,,,,,,,,1,1
2354,Where to buy a SwimFin in Erith Kent DA8 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2355,Wednesday must be delivery day new chair has arrived and its a day early Thanks Amazon,,,,,,,,,,,,,,,,,,,,1,1
2356,Just taken delivery of a shiny new Core i7 Dell but it s a bit useless without the monitor bought from Amazon which is 4 days late,,,,,,,,,,,,,,,,,,,,0,0
2357,amazon prime guaranteed delivery date of today not good,,,,,,,,,,,,,,,,,,,,0,0
2358,Where to buy a SwimFin in London NW3 Only 21 99 Free Delivery from Amazon UK Click here,,,,,,,,,,,,,,,,,,,,1,1
2359,Attempt to buy 2 85p Microfilters from Amazon marketplace 13 00 shipping and handling PlayTrade 1 97 for one free delivery,,,,,,,,,,,,,,,,,,,,1,1
2360,sigh Where is my postman Amazon tracking tells my the post office have sent my parcel out for delivery,,,,,,,,,,,,,,,,,,,,N,1
